199.72.81.55 - - [01/Jul/1995:00:00:01 -0400] "GET /history/apollo/ HTTP/1.0" 200 6245
199.72.81.55 - - [01/Jul/1995:00:00:59 -0400] "GET /history/ HTTP/1.0" 200 1382
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:02 -0400] "GET /software/winvn/winvn.html HTTP/1.0" 200 9867
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:04 -0400] "GET /software/winvn/winvn.gif HTTP/1.0" 200 25218
220.184.88.27 - - [01/Jul/1995:00:01:04 -0400] "GET / HTTP/1.0" 200 7074
209.120.33.32 - - [01/Jul/1995:00:01:04 -0400] "GET /shuttle/resources/orbiters/enterprise-logo.gif HTTP/1.0" 200 25257
216.220.95.44 - - [01/Jul/1995:00:01:04 -0400] "GET /images/ksclogo-medium.gif HTTP/1.0" 200 5866
ix-sj9-18.ix.netcom.com - - [01/Jul/1995:00:01:04 -0400] "GET /elv/hot.gif HTTP/1.0" 304 0
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:04 -0400] "GET /images/construct.gif HTTP/1.0" 200 1414
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:04 -0400] "GET /software/winvn/bluemarb.gif HTTP/1.0" 200 4441
dd14-012.compuserve.com - - [01/Jul/1995:00:01:05 -0400] "GET /shuttle/technology/images/srb_16-small.gif HTTP/1.0" 200 42732
216.182.72.97 - - [01/Jul/1995:00:01:06 -0400] "GET / HTTP/1.0" 200 7074
216.242.85.90 - - [01/Jul/1995:00:01:06 -0400] "GET /shuttle/resources/orbiters/columbia.gif HTTP/1.0" 200 44153
209.216.80.56 - - [01/Jul/1995:00:01:06 -0400] "GET /history/apollo/apollo-1/apollo-1-patch-small.gif HTTP/1.0" 200 16979
163.205.2.179 - - [01/Jul/1995:00:01:06 -0400] "GET /history/apollo/apollo-1/apollo-1.html HTTP/1.0" 200 3842
205.189.154.54 - - [01/Jul/1995:00:01:06 -0400] "GET /cgi-bin/imagemap/countdown?99,176 HTTP/1.0" 302 110
205.189.154.54 - - [01/Jul/1995:00:01:08 -0400] "GET /shuttle/missions/sts-71/images/images.html HTTP/1.0" 200 7634
www-a1.proxy.aol.com - - [01/Jul/1995:00:01:09 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 3985
210.287.18.94 - - [01/Jul/1995:00:01:12 -0400] "GET / HTTP/1.0" 200 7074
213.226.30.97 - - [01/Jul/1995:00:01:12 -0400] "GET /shuttle/missions/sts-71/sts-71-patch-small.gif HTTP/1.0" 200 12054
210.254.15.80 - - [01/Jul/1995:00:01:12 -0400] "GET /shuttle/missions/sts-70/mission-sts-70.html HTTP/1.0" 200 13664
rigel.dfrc.nasa.gov - - [01/Jul/1995:00:01:12 -0400] "GET /shuttle/missions/sts-78/sts-78-patch-small.gif HTTP/1.0" 200 4179
dd15-062.compuserve.com - - [01/Jul/1995:00:01:12 -0400] "GET /news/sci.space.shuttle/archive/sci-space-shuttle-22-apr-1995-40.txt HTTP/1.0" 404 -
205.212.115.106 - - [01/Jul/1995:00:01:13 -0400] "GET /shuttle/missions/sts-71/images/images.html HTTP/1.0" 200 7634
piweba3y.prodigy.com - - [01/Jul/1995:00:01:14 -0400] "GET /shuttle/technology/images/srb_mod_compare_3-small.gif HTTP/1.0" 200 55666
212.216.22.56 - - [01/Jul/1995:00:01:14 -0400] "GET / HTTP/1.0" 200 7074
220.169.40.12 - - [01/Jul/1995:00:01:14 -0400] "GET /elv/UELV/ultralit.htm HTTP/1.0" 200 4843
216.296.45.54 - - [01/Jul/1995:00:01:14 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 3985
132.246.92.32 - - [01/Jul/1995:00:01:14 -0400] "GET /history/astp/astp-patch-small.gif HTTP/1.0" 200 18528
remote27.compusmart.ab.ca - - [01/Jul/1995:00:01:14 -0400] "GET /shuttle/missions/sts-71/sts-71-patch-small.gif HTTP/1.0" 200 12054
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:17 -0400] "GET /software/winvn/wvsmall.gif HTTP/1.0" 200 13372
ix-orl2-01.ix.netcom.com - - [01/Jul/1995:00:01:18 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
220.113.57.15 - - [01/Jul/1995:00:01:19 -0400] "GET / HTTP/1.0" 200 7074
212.275.15.73 - - [01/Jul/1995:00:01:19 -0400] "GET /icons/text.xbm HTTP/1.0" 200 527
219.147.80.70 - - [01/Jul/1995:00:01:19 -0400] "GET /shuttle/resources/orbiters/columbia.html HTTP/1.0" 200 6922
lundy.nwscc.sea06.navy.mil - - [01/Jul/1995:00:01:19 -0400] "GET /shuttle/missions/sts-71/images/images.html HTTP/1.0" 200 7634
smyth-pc.moorecap.com - - [01/Jul/1995:00:01:19 -0400] "GET /history/apollo/images/footprint-small.gif HTTP/1.0" 200 18149
205.189.154.54 - - [01/Jul/1995:00:01:19 -0400] "GET /shuttle/missions/sts-71/images/KSC-95EC-0423.txt HTTP/1.0" 200 1224
www-b4.proxy.aol.com - - [01/Jul/1995:00:01:21 -0400] "GET /shuttle/countdown/video/livevideo.gif HTTP/1.0" 200 70712
219.196.64.78 - - [01/Jul/1995:00:01:24 -0400] "GET / HTTP/1.0" 200 7074
219.128.90.93 - - [01/Jul/1995:00:01:24 -0400] "GET /images/shuttle-patch-logo.gif HTTP/1.0" 200 891
218.283.76.23 - - [01/Jul/1995:00:01:24 -0400] "GET /shuttle/missions/sts-70/mission-sts-70.html HTTP/1.0" 200 13471
young.bus.sfu.ca - - [01/Jul/1995:00:01:24 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
smyth-pc.moorecap.com - - [01/Jul/1995:00:01:24 -0400] "GET /history/apollo/apollo-spacecraft.txt HTTP/1.0" 200 2261
slip1.yab.com - - [01/Jul/1995:00:01:26 -0400] "GET /shuttle/resources/orbiters/endeavour.html HTTP/1.0" 200 6168
link097.txdirect.net - - [01/Jul/1995:00:01:26 -0400] "GET /shuttle/missions/missions.html HTTP/1.0" 200 8677
214.263.26.33 - - [01/Jul/1995:00:01:27 -0400] "GET / HTTP/1.0" 200 7074
208.199.19.66 - - [01/Jul/1995:00:01:27 -0400] "GET /htbin/cdt_main.pl HTTP/1.0" 200 3584
210.195.37.62 - - [01/Jul/1995:00:01:27 -0400] "GET /history/apollo/apollo.html HTTP/1.0" 200 3260
aio.jsc.nasa.gov - - [01/Jul/1995:00:01:27 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:27 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:27 -0400] "GET /images/MOSAIC-logosmall.gif HTTP/1.0" 200 363
remote27.compusmart.ab.ca - - [01/Jul/1995:00:01:27 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 3985
221.282.51.18 - - [01/Jul/1995:00:01:27 -0400] "GET / HTTP/1.0" 200 7074
210.234.37.91 - - [01/Jul/1995:00:01:27 -0400] "GET /images/MOSAIC-logosmall.gif HTTP/1.0" 200 363
212.264.73.10 - - [01/Jul/1995:00:01:27 -0400] "GET /htbin/cdt_main.pl HTTP/1.0" 200 3334
sol.racsa.co.cr - - [01/Jul/1995:00:01:27 -0400] "GET /ksc.html HTTP/1.0" 200 7096
link097.txdirect.net - - [01/Jul/1995:00:01:27 -0400] "GET /images/launchmedium.gif HTTP/1.0" 200 11853
slip1.yab.com - - [01/Jul/1995:00:01:29 -0400] "GET /shuttle/resources/orbiters/endeavour.gif HTTP/1.0" 200 16991
link097.txdirect.net - - [01/Jul/1995:00:01:31 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
223.221.35.22 - - [01/Jul/1995:00:01:31 -0400] "GET / HTTP/1.0" 200 7074
207.141.17.18 - - [01/Jul/1995:00:01:31 -0400] "GET /software/winvn/wvsmall.gif HTTP/1.0" 200 13372
219.282.24.66 - - [01/Jul/1995:00:01:31 -0400] "GET /images/launch-logo.gif HTTP/1.0" 200 1713
hart1269.tiac.net - - [01/Jul/1995:00:01:31 -0400] "GET /shuttle/countdown/lps/osr/osr.html HTTP/1.0" 200 1331
link097.txdirect.net - - [01/Jul/1995:00:01:31 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:32 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
port26.annex2.nwlink.com - - [01/Jul/1995:00:01:32 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
223.232.24.34 - - [01/Jul/1995:00:01:34 -0400] "GET / HTTP/1.0" 200 7074
207.159.51.16 - - [01/Jul/1995:00:01:34 -0400] "GET /images/launch-logo.gif HTTP/1.0" 200 1713
211.124.17.95 - - [01/Jul/1995:00:01:34 -0400] "GET /shuttle/technology/sts-newsref/sts-mps.html HTTP/1.0" 200 40960
nanaimo.ark.com - - [01/Jul/1995:00:01:34 -0400] "GET /shuttle/missions/sts-71/sts-71-patch-small.gif HTTP/1.0" 200 12054
onyx.southwind.net - - [01/Jul/1995:00:01:34 -0400] "GET /shuttle/countdown/countdown.html HTTP/1.0" 200 3985
onyx.southwind.net - - [01/Jul/1995:00:01:35 -0400] "GET /shuttle/countdown/count.gif HTTP/1.0" 200 40310
onyx.southwind.net - - [01/Jul/1995:00:01:39 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 304 0
219.137.18.48 - - [01/Jul/1995:00:01:41 -0400] "GET / HTTP/1.0" 200 7074
214.219.61.49 - - [01/Jul/1995:00:01:41 -0400] "GET /history/apollo/apollo-1/apollo-1.html HTTP/1.0" 200 3842
223.251.69.30 - - [01/Jul/1995:00:01:41 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 4324
koriel.sun.com - - [01/Jul/1995:00:01:41 -0400] "GET / HTTP/1.0" 200 7074
unicomp6.unicomp.net - - [01/Jul/1995:00:01:41 -0400] "GET /htbin/cdt_main.pl HTTP/1.0" 200 3214
199.72.81.55 - - [01/Jul/1995:00:01:43 -0400] "GET / HTTP/1.0" 200 7074
link097.txdirect.net - - [01/Jul/1995:00:01:44 -0400] "GET /shuttle/missions/sts-78/mission-sts-78.html HTTP/1.0" 200 4377
209.167.37.88 - - [01/Jul/1995:00:01:45 -0400] "GET / HTTP/1.0" 200 7074
214.279.18.38 - - [01/Jul/1995:00:01:45 -0400] "GET /history/apollo/apollo.html HTTP/1.0" 200 3260
219.124.30.11 - - [01/Jul/1995:00:01:45 -0400] "GET /procurement/procurement.html HTTP/1.0" 200 3612
dd06-004.compuserve.com - - [01/Jul/1995:00:01:45 -0400] "GET /images/mlp-logo.gif HTTP/1.0" 200 28426
link097.txdirect.net - - [01/Jul/1995:00:01:45 -0400] "GET /shuttle/missions/sts-78/sts-78-patch-small.gif HTTP/1.0" 200 4179
199.72.81.55 - - [01/Jul/1995:00:01:46 -0400] "GET /images/ksclogo-medium.gif HTTP/1.0" 200 5866
gater4.sematech.org - - [01/Jul/1995:00:01:46 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 3985
208.121.28.36 - - [01/Jul/1995:00:01:47 -0400] "GET / HTTP/1.0" 200 7074
215.119.86.24 - - [01/Jul/1995:00:01:47 -0400] "GET /shuttle/missions/missions.html HTTP/1.0" 200 8678
207.290.92.20 - - [01/Jul/1995:00:01:47 -0400] "GET /shuttle/countdown/lps/mstr/mstr.html HTTP/1.0" 200 3012
remote5.compusmart.ab.ca - - [01/Jul/1995:00:01:47 -0400] "GET /images/construct.gif HTTP/1.0" 200 1414
link097.txdirect.net - - [01/Jul/1995:00:01:47 -0400] "GET /images/launch-logo.gif HTTP/1.0" 200 1713
ppp-nyc-3-1.ios.com - - [01/Jul/1995:00:01:49 -0400] "GET /shuttle/missions/sts-71/images/KSC-95EC-0917.jpg HTTP/1.0" 200 52491
gater3.sematech.org - - [01/Jul/1995:00:01:50 -0400] "GET /shuttle/countdown/count.gif HTTP/1.0" 200 40310
211.158.55.45 - - [01/Jul/1995:00:01:50 -0400] "GET / HTTP/1.0" 200 7074
222.168.91.62 - - [01/Jul/1995:00:01:50 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
220.167.16.81 - - [01/Jul/1995:00:01:50 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
193.210.154.20 - - [01/Jul/1995:00:01:50 -0400] "GET /ksc.html HTTP/1.0" 200 7071
199.72.81.55 - - [01/Jul/1995:00:01:50 -0400] "GET /images/MOSAIC-logosmall.gif HTTP/1.0" 200 363
199.72.81.55 - - [01/Jul/1995:00:01:51 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
gater4.sematech.org - - [01/Jul/1995:00:01:52 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
209.205.35.38 - - [01/Jul/1995:00:01:52 -0400] "GET / HTTP/1.0" 200 7074
219.167.74.44 - - [01/Jul/1995:00:01:52 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 4247
216.277.35.96 - - [01/Jul/1995:00:01:52 -0400] "GET /software/winvn/winvn.html HTTP/1.0" 200 9867
www-b3.proxy.aol.com - - [01/Jul/1995:00:01:52 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
199.72.81.55 - - [01/Jul/1995:00:01:52 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
ix-or10-06.ix.netcom.com - - [01/Jul/1995:00:01:52 -0400] "GET /software/winvn/userguide/wvnguide.html HTTP/1.0" 200 5998
gater3.sematech.org - - [01/Jul/1995:00:01:52 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
223.293.26.35 - - [01/Jul/1995:00:01:53 -0400] "GET / HTTP/1.0" 200 7074
222.215.40.55 - - [01/Jul/1995:00:01:53 -0400] "GET /icons/menu.xbm HTTP/1.0" 200 527
221.274.60.61 - - [01/Jul/1995:00:01:53 -0400] "GET /history/apollo/apollo-13/apollo-13.html HTTP/1.0" 200 18114
150.253.53.53 - - [01/Jul/1995:00:01:53 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
remote27.compusmart.ab.ca - - [01/Jul/1995:00:01:53 -0400] "GET /cgi-bin/imagemap/countdown?102,174 HTTP/1.0" 302 110
remote27.compusmart.ab.ca - - [01/Jul/1995:00:01:55 -0400] "GET /shuttle/missions/sts-71/images/images.html HTTP/1.0" 200 7634
link097.txdirect.net - - [01/Jul/1995:00:01:55 -0400] "GET /shuttle/resources/orbiters/columbia.html HTTP/1.0" 200 6922
212.297.37.90 - - [01/Jul/1995:00:01:55 -0400] "GET / HTTP/1.0" 200 7074
215.284.71.52 - - [01/Jul/1995:00:01:55 -0400] "GET /shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg HTTP/1.0" 200 887988
207.245.33.61 - - [01/Jul/1995:00:01:55 -0400] "GET /htbin/wais.pl?DoD HTTP/1.0" 200 6805
crc2.cris.com - - [01/Jul/1995:00:01:55 -0400] "GET /shuttle/resources/orbiters/challenger.html HTTP/1.0" 200 8089
dave.dev1.ihub.com - - [01/Jul/1995:00:01:55 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 3985
link097.txdirect.net - - [01/Jul/1995:00:01:56 -0400] "GET /shuttle/resources/orbiters/columbia-logo.gif HTTP/1.0" 200 11417
netport-27.iu.net - - [01/Jul/1995:00:01:57 -0400] "GET / HTTP/1.0" 200 7074
217.282.34.55 - - [01/Jul/1995:00:01:57 -0400] "GET / HTTP/1.0" 200 7074
